epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
259,5410.41,0.74749,1.26543,0.44967,0.86016,0.88339,0.89297,0.93693,0.72314,0.88376,0.875,0.92461,0.61055,0.71269,1.15055,0.38087,0.87287,0.00436145,0.00436145,0.00436145
260,5431.19,0.7497,1.27821,0.44523,0.85788,0.88369,0.88649,0.93537,0.72339,0.88163,0.87149,0.92283,0.60893,0.71346,1.16012,0.38244,0.8756,0.00435898,0.00435898,0.00435898
261,5451.98,0.73135,1.24141,0.44123,0.86244,0.8842,0.88365,0.9314,0.7233,0.87713,0.87098,0.91824,0.60819,0.714,1.15901,0.38598,0.87712,0.0043565,0.0043565,0.0043565
262,5472.62,0.73793,1.25943,0.44714,0.85965,0.88547,0.88211,0.93164,0.72343,0.87797,0.86921,0.91684,0.61077,0.70747,1.15279,0.38659,0.87261,0.00435403,0.00435403,0.00435403
263,5493.24,0.74608,1.26996,0.44641,0.86139,0.88145,0.88572,0.93306,0.72221,0.87477,0.86767,0.91771,0.60739,0.71488,1.15825,0.3901,0.87448,0.00435155,0.00435155,0.00435155
264,5514.53,0.74779,1.28249,0.44556,0.86123,0.89022,0.88212,0.93397,0.72146,0.88391,0.87258,0.92188,0.61659,0.71743,1.15177,0.38459,0.87454,0.00434907,0.00434907,0.00434907
265,5535.16,0.75563,1.27959,0.44828,0.8668,0.88344,0.88137,0.93174,0.72035,0.87479,0.86511,0.91866,0.61165,0.72597,1.16164,0.38412,0.87561,0.0043466,0.0043466,0.0043466
266,5555.76,0.74174,1.25514,0.44732,0.86037,0.87551,0.88978,0.93062,0.7195,0.87212,0.87105,0.92037,0.61225,0.71765,1.16238,0.38375,0.87523,0.00434412,0.00434412,0.00434412
267,5576.4,0.75766,1.2969,0.44983,0.86072,0.87726,0.88515,0.93178,0.72309,0.87194,0.87163,0.91895,0.61256,0.70653,1.14874,0.38224,0.87217,0.00434165,0.00434165,0.00434165
268,5596.68,0.74457,1.25607,0.44264,0.86073,0.88366,0.88563,0.93229,0.72174,0.87517,0.8733,0.91873,0.61076,0.70616,1.14737,0.38307,0.87167,0.00433917,0.00433917,0.00433917
269,5617.3,0.73399,1.24028,0.44076,0.86145,0.89009,0.88245,0.9334,0.72251,0.88385,0.86444,0.91792,0.6085,0.7132,1.15199,0.38681,0.87455,0.0043367,0.0043367,0.0043367
270,5637.47,0.74397,1.26514,0.44101,0.86302,0.88574,0.87857,0.93313,0.72265,0.87653,0.86185,0.91666,0.60385,0.70848,1.1453,0.3858,0.87214,0.00433422,0.00433422,0.00433422
271,5657.45,0.73263,1.23281,0.44162,0.85844,0.89191,0.87798,0.9331,0.72475,0.88112,0.86264,0.91852,0.60981,0.70504,1.1414,0.38346,0.872,0.00433175,0.00433175,0.00433175
272,5677.67,0.73708,1.25442,0.4402,0.86229,0.89415,0.87038,0.93133,0.72218,0.88822,0.85547,0.91803,0.60901,0.71715,1.16157,0.38354,0.8746,0.00432928,0.00432928,0.00432928
273,5697.1,0.73777,1.25245,0.44213,0.86127,0.87894,0.87992,0.92942,0.71912,0.86983,0.86977,0.91736,0.61435,0.71742,1.16331,0.38469,0.87627,0.0043268,0.0043268,0.0043268
274,5716.79,0.73815,1.247,0.43787,0.8624,0.88578,0.87081,0.92907,0.71851,0.87638,0.85942,0.91573,0.60927,0.71464,1.17683,0.38613,0.87793,0.00432432,0.00432432,0.00432432
275,5737.59,0.73442,1.23116,0.43754,0.85849,0.86656,0.89447,0.92978,0.72109,0.86639,0.86896,0.91554,0.60292,0.7087,1.15514,0.38451,0.87589,0.00432185,0.00432185,0.00432185
276,5758.11,0.72984,1.23067,0.4411,0.85906,0.87472,0.88928,0.93117,0.72236,0.86287,0.87587,0.91685,0.61112,0.70911,1.15202,0.38176,0.87386,0.00431938,0.00431938,0.00431938
277,5778.85,0.73856,1.2504,0.44071,0.86159,0.87912,0.89065,0.93146,0.71969,0.88181,0.87061,0.922,0.61431,0.71973,1.15467,0.38663,0.87418,0.0043169,0.0043169,0.0043169
278,5800.31,0.74936,1.28169,0.4454,0.86197,0.88488,0.88631,0.93285,0.72312,0.87436,0.87906,0.92218,0.61516,0.71616,1.15346,0.38552,0.87392,0.00431442,0.00431442,0.00431442
279,5821.58,0.74582,1.27606,0.44741,0.85951,0.8734,0.89204,0.93076,0.7209,0.86329,0.88177,0.91875,0.61512,0.7162,1.15322,0.38319,0.87423,0.00431195,0.00431195,0.00431195
280,5841.86,0.72967,1.24802,0.43917,0.86121,0.88508,0.87768,0.93127,0.72167,0.88448,0.85997,0.92055,0.61398,0.71591,1.15509,0.38148,0.87383,0.00430948,0.00430948,0.00430948
281,5862.81,0.74051,1.26195,0.4434,0.85816,0.89389,0.87094,0.93101,0.72321,0.89351,0.85468,0.9186,0.61188,0.71613,1.15491,0.3821,0.87194,0.004307,0.004307,0.004307
282,5883.7,0.73139,1.22878,0.43697,0.85995,0.88592,0.88301,0.93223,0.72188,0.8767,0.8715,0.91983,0.61275,0.71228,1.16133,0.38403,0.87258,0.00430453,0.00430453,0.00430453
283,5904.09,0.73086,1.22411,0.43442,0.86117,0.88611,0.88541,0.93105,0.72054,0.87774,0.8748,0.92001,0.61575,0.71093,1.14691,0.38416,0.87204,0.00430205,0.00430205,0.00430205
284,5924.34,0.73757,1.25419,0.4405,0.86086,0.87825,0.88694,0.93307,0.72118,0.87831,0.86834,0.92189,0.61723,0.71809,1.14653,0.38781,0.87341,0.00429958,0.00429958,0.00429958
285,5945.81,0.73355,1.2381,0.43927,0.86044,0.88578,0.87909,0.93176,0.72368,0.87412,0.86775,0.91968,0.61036,0.70424,1.14396,0.38222,0.87078,0.0042971,0.0042971,0.0042971
286,5966.84,0.73275,1.24373,0.44129,0.86183,0.89638,0.87282,0.93126,0.72382,0.89205,0.85824,0.91829,0.61342,0.70612,1.14406,0.38406,0.87097,0.00429463,0.00429463,0.00429463
287,5987.97,0.74432,1.27016,0.44467,0.86072,0.88681,0.87334,0.9288,0.71909,0.88662,0.8583,0.91681,0.61355,0.71037,1.14604,0.38784,0.87204,0.00429215,0.00429215,0.00429215
288,6009.05,0.73417,1.24561,0.44124,0.85843,0.88215,0.8825,0.92932,0.71995,0.87547,0.86949,0.9189,0.61253,0.71497,1.15439,0.38478,0.87483,0.00428967,0.00428967,0.00428967
289,6029.59,0.73132,1.24683,0.44007,0.86235,0.90015,0.87493,0.93314,0.72427,0.89048,0.86586,0.92169,0.61367,0.71563,1.15542,0.3817,0.87558,0.0042872,0.0042872,0.0042872
290,6049.54,0.73474,1.24267,0.43732,0.85861,0.88384,0.88412,0.93318,0.72273,0.87324,0.87249,0.91951,0.61237,0.7153,1.15845,0.38226,0.87609,0.00428473,0.00428473,0.00428473
291,6070.4,0.73545,1.24415,0.43959,0.85942,0.88509,0.88292,0.93104,0.7222,0.87415,0.86715,0.91467,0.61515,0.71651,1.15234,0.38285,0.87397,0.00428225,0.00428225,0.00428225
292,6091.23,0.73872,1.2581,0.43715,0.8588,0.8894,0.88335,0.93503,0.72423,0.88589,0.8638,0.91933,0.61563,0.71251,1.14484,0.37996,0.87227,0.00427978,0.00427978,0.00427978
293,6111.91,0.72978,1.23135,0.43678,0.86039,0.89318,0.88125,0.93387,0.72241,0.8896,0.86384,0.91957,0.61728,0.72081,1.14535,0.37962,0.87303,0.0042773,0.0042773,0.0042773
294,6132.5,0.73607,1.24505,0.4406,0.8619,0.88568,0.88052,0.93173,0.72297,0.8883,0.85663,0.91891,0.61477,0.71171,1.14765,0.38001,0.87294,0.00427483,0.00427483,0.00427483
295,6153.46,0.7376,1.24178,0.44094,0.86142,0.88779,0.8757,0.93091,0.72163,0.87795,0.85999,0.91594,0.61167,0.71343,1.15768,0.3817,0.87477,0.00427235,0.00427235,0.00427235
296,6174.39,0.73068,1.23545,0.44095,0.86018,0.89083,0.87889,0.9324,0.72416,0.88034,0.86441,0.91889,0.6113,0.71023,1.15341,0.38223,0.87385,0.00426988,0.00426988,0.00426988
297,6195.81,0.73071,1.23961,0.4389,0.85692,0.89729,0.87647,0.93404,0.7234,0.88825,0.86199,0.91896,0.61234,0.71123,1.14443,0.38137,0.87326,0.0042674,0.0042674,0.0042674
298,6216.83,0.73227,1.2296,0.43478,0.85953,0.89626,0.87158,0.93471,0.72535,0.88973,0.86161,0.92271,0.61295,0.70826,1.13832,0.37947,0.87183,0.00426493,0.00426493,0.00426493
299,6237.92,0.73838,1.23631,0.4394,0.85923,0.88326,0.87965,0.93052,0.71976,0.87383,0.86901,0.91777,0.61782,0.71166,1.14895,0.38,0.87309,0.00426245,0.00426245,0.00426245
300,6258.66,0.7349,1.22828,0.43645,0.86282,0.8842,0.88441,0.93249,0.72331,0.87823,0.86604,0.91786,0.61216,0.71604,1.15463,0.38203,0.87738,0.00425998,0.00425998,0.00425998
301,6279.99,0.73624,1.24328,0.4398,0.85996,0.88136,0.88275,0.9324,0.72137,0.88312,0.85946,0.91922,0.60862,0.72445,1.15896,0.38549,0.88083,0.0042575,0.0042575,0.0042575
302,6300.56,0.7285,1.22321,0.43541,0.86248,0.88527,0.88403,0.93237,0.72303,0.87242,0.87411,0.91816,0.60712,0.7104,1.14854,0.38317,0.87456,0.00425502,0.00425502,0.00425502
303,6321.5,0.72626,1.24003,0.43329,0.86061,0.88927,0.87436,0.93262,0.72168,0.87916,0.86188,0.91522,0.59982,0.71315,1.18281,0.38264,0.87591,0.00425255,0.00425255,0.00425255
304,6342.48,0.731,1.24444,0.43606,0.86129,0.87181,0.89306,0.93097,0.7253,0.87029,0.86714,0.91732,0.61224,0.70712,1.15549,0.38173,0.87276,0.00425008,0.00425008,0.00425008
305,6363.35,0.74329,1.26841,0.44229,0.86063,0.88063,0.88512,0.93097,0.72231,0.87217,0.86691,0.91929,0.61578,0.71634,1.15527,0.38098,0.87336,0.0042476,0.0042476,0.0042476
306,6385.29,0.74062,1.23812,0.44187,0.8577,0.8874,0.88575,0.93222,0.72427,0.87819,0.86999,0.91974,0.61028,0.71034,1.14503,0.38126,0.87234,0.00424513,0.00424513,0.00424513
307,6406.16,0.74065,1.25484,0.44386,0.85933,0.87986,0.8898,0.93344,0.72428,0.87408,0.87136,0.91807,0.60575,0.71695,1.15199,0.38181,0.87538,0.00424265,0.00424265,0.00424265
308,6427.81,0.73835,1.25356,0.44377,0.86008,0.87126,0.89805,0.93168,0.72351,0.87564,0.8671,0.91564,0.60761,0.70932,1.14774,0.38046,0.87396,0.00424017,0.00424017,0.00424017
309,6449.39,0.73116,1.22841,0.43171,0.85767,0.87817,0.88804,0.93459,0.72568,0.86551,0.87301,0.91846,0.6088,0.7112,1.15728,0.37991,0.87588,0.0042377,0.0042377,0.0042377
310,6470.5,0.73404,1.24444,0.43636,0.85903,0.88214,0.88456,0.93319,0.72382,0.87242,0.86962,0.91709,0.60767,0.71325,1.16273,0.379,0.87665,0.00423523,0.00423523,0.00423523
311,6491.95,0.73904,1.25052,0.43799,0.85889,0.87516,0.89017,0.93083,0.72228,0.86564,0.87479,0.91604,0.61175,0.71134,1.14708,0.38257,0.87385,0.00423275,0.00423275,0.00423275
312,6513.28,0.70928,1.18572,0.42292,0.85891,0.88996,0.8848,0.93251,0.72416,0.88021,0.87107,0.92192,0.60948,0.70988,1.14489,0.38123,0.87415,0.00423028,0.00423028,0.00423028
313,6534.18,0.73257,1.24734,0.43756,0.86493,0.88326,0.89034,0.93548,0.72471,0.87768,0.87583,0.92232,0.61539,0.7179,1.16341,0.38105,0.87755,0.0042278,0.0042278,0.0042278
314,6555.96,0.72505,1.22777,0.43361,0.86351,0.87665,0.89018,0.92991,0.72029,0.87346,0.87613,0.91759,0.61689,0.71406,1.15424,0.379,0.87384,0.00422533,0.00422533,0.00422533
315,6579.26,0.73401,1.24183,0.43404,0.86055,0.88485,0.88529,0.93265,0.72201,0.87363,0.87399,0.91965,0.61525,0.71866,1.15201,0.38138,0.87339,0.00422285,0.00422285,0.00422285
316,6600.64,0.72223,1.2205,0.43414,0.85685,0.89038,0.88241,0.93207,0.72454,0.8791,0.87154,0.91838,0.61766,0.70975,1.15159,0.37786,0.87171,0.00422038,0.00422038,0.00422038
317,6621.43,0.7406,1.25712,0.4413,0.85833,0.8805,0.88737,0.93197,0.72408,0.86768,0.87466,0.91813,0.61241,0.70592,1.14517,0.37671,0.87287,0.0042179,0.0042179,0.0042179
318,6643.18,0.72576,1.21817,0.43218,0.85868,0.87603,0.89174,0.932,0.72436,0.86639,0.87543,0.91695,0.61314,0.71144,1.14616,0.37694,0.87358,0.00421543,0.00421543,0.00421543
319,6665.08,0.73133,1.2181,0.43395,0.85896,0.88219,0.88502,0.93244,0.72323,0.87377,0.87465,0.91914,0.61032,0.71375,1.15782,0.3817,0.87501,0.00421295,0.00421295,0.00421295
320,6685.76,0.72712,1.21781,0.43943,0.86407,0.88536,0.88404,0.93284,0.72428,0.87817,0.86841,0.91967,0.61761,0.70831,1.1386,0.37962,0.8729,0.00421047,0.00421047,0.00421047
321,6706.69,0.73094,1.24033,0.43842,0.86415,0.88326,0.87898,0.93065,0.72299,0.87579,0.8645,0.91606,0.61126,0.70982,1.14834,0.38154,0.87272,0.004208,0.004208,0.004208
322,6728.5,0.72423,1.23417,0.4372,0.85959,0.88555,0.88094,0.93198,0.72485,0.8771,0.86376,0.91661,0.60725,0.7065,1.15454,0.38325,0.874,0.00420552,0.00420552,0.00420552
323,6750.03,0.72229,1.22659,0.42913,0.85908,0.88291,0.88469,0.93075,0.72398,0.87711,0.86327,0.91563,0.61296,0.70998,1.15776,0.37622,0.87392,0.00420305,0.00420305,0.00420305
324,6770.94,0.7386,1.26255,0.43977,0.85704,0.88117,0.88237,0.92897,0.72186,0.87201,0.87137,0.91692,0.61366,0.7133,1.1588,0.37941,0.87444,0.00420058,0.00420058,0.00420058
325,6792.47,0.71953,1.21974,0.42901,0.8593,0.87296,0.89104,0.93017,0.72333,0.86257,0.87598,0.91813,0.61243,0.71285,1.14767,0.37885,0.8747,0.0041981,0.0041981,0.0041981
326,6813.04,0.72811,1.22417,0.43259,0.85581,0.88554,0.87868,0.93111,0.72448,0.87318,0.86596,0.91663,0.61546,0.70469,1.14553,0.37916,0.87114,0.00419563,0.00419563,0.00419563
327,6833.52,0.73065,1.23797,0.43746,0.8582,0.88052,0.88423,0.93262,0.72427,0.86458,0.87551,0.91623,0.61505,0.71054,1.15312,0.37977,0.87195,0.00419315,0.00419315,0.00419315
328,6854.78,0.72718,1.23001,0.43329,0.85634,0.87767,0.89032,0.93305,0.72781,0.87224,0.86943,0.91785,0.61692,0.70306,1.14593,0.37778,0.87038,0.00419068,0.00419068,0.00419068
329,6876.09,0.72203,1.2104,0.43052,0.85593,0.89484,0.87554,0.92952,0.72173,0.88899,0.86046,0.91695,0.61605,0.71279,1.16044,0.37815,0.87378,0.0041882,0.0041882,0.0041882
330,6896.06,0.72344,1.21175,0.43257,0.86087,0.88513,0.88363,0.93245,0.72209,0.87948,0.86621,0.91689,0.6065,0.71894,1.17002,0.38116,0.87563,0.00418573,0.00418573,0.00418573
331,6916.27,0.72349,1.21415,0.43141,0.86077,0.86892,0.89689,0.93166,0.72465,0.86408,0.87602,0.91686,0.61252,0.71064,1.14397,0.37787,0.87301,0.00418325,0.00418325,0.00418325
332,6937.64,0.73424,1.23147,0.43441,0.85606,0.87498,0.88858,0.93244,0.72506,0.87289,0.87406,0.92226,0.6147,0.7163,1.15861,0.37969,0.87605,0.00418078,0.00418078,0.00418078
333,6958.75,0.72527,1.21895,0.43007,0.85746,0.87337,0.88982,0.93267,0.72398,0.8685,0.87434,0.92028,0.61775,0.71009,1.14513,0.37713,0.87289,0.0041783,0.0041783,0.0041783
334,6980.77,0.73541,1.23699,0.43672,0.85742,0.88297,0.88403,0.9319,0.72425,0.87401,0.86938,0.91743,0.61587,0.70983,1.15079,0.37773,0.87403,0.00417583,0.00417583,0.00417583
335,7002.75,0.72225,1.21586,0.43166,0.85559,0.89164,0.87831,0.93454,0.72537,0.88463,0.86438,0.92221,0.6163,0.70522,1.14542,0.37736,0.87195,0.00417335,0.00417335,0.00417335
336,7024,0.73443,1.24521,0.43272,0.85916,0.90253,0.87781,0.93629,0.72845,0.89702,0.8559,0.9183,0.61071,0.7025,1.14194,0.37371,0.87132,0.00417088,0.00417088,0.00417088
337,7044.98,0.72845,1.22927,0.43248,0.85852,0.88133,0.89289,0.93408,0.72825,0.87238,0.8741,0.9188,0.61107,0.70404,1.13892,0.37928,0.8706,0.0041684,0.0041684,0.0041684
338,7065.82,0.72527,1.23129,0.43346,0.85576,0.88913,0.88756,0.93444,0.72762,0.88251,0.8702,0.92037,0.61281,0.70564,1.13964,0.37457,0.87117,0.00416593,0.00416593,0.00416593
339,7086.49,0.73197,1.2362,0.43916,0.85951,0.88286,0.88051,0.93171,0.72475,0.88167,0.86782,0.91955,0.61688,0.71054,1.15076,0.37762,0.8722,0.00416345,0.00416345,0.00416345
340,7107.22,0.73312,1.23043,0.43548,0.85686,0.88792,0.88401,0.93132,0.72597,0.87838,0.87469,0.92015,0.61536,0.7086,1.15339,0.37738,0.87425,0.00416097,0.00416097,0.00416097
341,7127.85,0.73195,1.24448,0.43408,0.86236,0.87761,0.88864,0.9306,0.72402,0.87736,0.86424,0.91645,0.61238,0.70487,1.15014,0.37653,0.87285,0.0041585,0.0041585,0.0041585
342,7148.35,0.73429,1.24667,0.43651,0.85922,0.88377,0.88562,0.93379,0.726,0.87735,0.87537,0.92356,0.61903,0.7103,1.14802,0.37551,0.87275,0.00415602,0.00415602,0.00415602
343,7169.02,0.71867,1.21678,0.43315,0.85887,0.88756,0.8843,0.93468,0.72751,0.88788,0.86425,0.92211,0.61741,0.71215,1.14452,0.37752,0.87228,0.00415355,0.00415355,0.00415355
344,7189.4,0.7271,1.22989,0.43272,0.85773,0.89527,0.88306,0.93397,0.72775,0.88867,0.86802,0.92106,0.61263,0.70778,1.14638,0.37829,0.87363,0.00415108,0.00415108,0.00415108
345,7209.89,0.72589,1.22353,0.43004,0.85726,0.8911,0.88047,0.93617,0.72582,0.88096,0.86741,0.92166,0.61522,0.71289,1.14359,0.38044,0.87335,0.0041486,0.0041486,0.0041486
346,7230.53,0.72596,1.22745,0.43089,0.85742,0.88846,0.8883,0.93562,0.72603,0.87711,0.87388,0.91933,0.6159,0.70696,1.15146,0.37802,0.87229,0.00414612,0.00414612,0.00414612
347,7251.76,0.72927,1.22741,0.42979,0.85485,0.89027,0.87872,0.93207,0.72514,0.88786,0.86012,0.92021,0.61703,0.70753,1.14036,0.37609,0.87098,0.00414365,0.00414365,0.00414365
348,7272.84,0.7303,1.24143,0.43024,0.85863,0.88197,0.88533,0.93237,0.72607,0.87689,0.86442,0.91752,0.61003,0.70183,1.1414,0.37569,0.87184,0.00414118,0.00414118,0.00414118
349,7296.98,0.72451,1.21657,0.42516,0.85897,0.88849,0.88149,0.93362,0.72734,0.88121,0.86408,0.91905,0.6112,0.70292,1.14221,0.37676,0.87126,0.0041387,0.0041387,0.0041387
350,7321.74,0.7153,1.19693,0.42804,0.85785,0.88785,0.89156,0.93522,0.72711,0.87803,0.87279,0.9194,0.60962,0.70621,1.15312,0.37598,0.87174,0.00413623,0.00413623,0.00413623
351,7346.07,0.72739,1.22789,0.43305,0.86162,0.88031,0.88752,0.93287,0.72784,0.87364,0.87283,0.9185,0.61012,0.70258,1.14411,0.37618,0.87211,0.00413375,0.00413375,0.00413375
352,7370.14,0.72195,1.20872,0.42528,0.86016,0.88523,0.88657,0.93546,0.72724,0.88222,0.86282,0.92049,0.60733,0.7101,1.14907,0.37826,0.87395,0.00413128,0.00413128,0.00413128
353,7395.69,0.72761,1.23045,0.43494,0.85959,0.89116,0.87991,0.93321,0.7253,0.88837,0.86203,0.92047,0.61191,0.71104,1.14133,0.38275,0.87297,0.0041288,0.0041288,0.0041288
354,7419.04,0.72001,1.21618,0.43311,0.85413,0.89246,0.88297,0.9347,0.72918,0.88804,0.86746,0.92154,0.61695,0.70198,1.13345,0.37389,0.87059,0.00412633,0.00412633,0.00412633
355,7443.51,0.72502,1.21439,0.42908,0.85927,0.8902,0.8775,0.93481,0.73025,0.88737,0.86019,0.92029,0.61123,0.70274,1.13231,0.37278,0.87045,0.00412385,0.00412385,0.00412385
356,7469.25,0.72199,1.20731,0.42999,0.85471,0.88508,0.87786,0.93551,0.72602,0.88009,0.86384,0.92197,0.61508,0.70903,1.14608,0.37657,0.87313,0.00412138,0.00412138,0.00412138
357,7491.11,0.72062,1.22477,0.42887,0.85954,0.88353,0.88342,0.93418,0.72516,0.87729,0.86724,0.92281,0.61863,0.71072,1.14233,0.37625,0.87308,0.0041189,0.0041189,0.0041189
358,7511.12,0.70853,1.1815,0.42305,0.85466,0.89482,0.8748,0.93406,0.72615,0.89114,0.86126,0.92256,0.6166,0.70801,1.14397,0.37538,0.87245,0.00411642,0.00411642,0.00411642
359,7531.17,0.72169,1.21329,0.43006,0.86065,0.87833,0.8901,0.93401,0.72448,0.86995,0.8712,0.91788,0.61079,0.71169,1.1536,0.37758,0.87496,0.00411395,0.00411395,0.00411395
360,7552.38,0.72568,1.21353,0.4299,0.8588,0.88709,0.88205,0.9344,0.72671,0.89081,0.85973,0.92025,0.61139,0.70756,1.1428,0.3742,0.87448,0.00411147,0.00411147,0.00411147
361,7572.69,0.71762,1.19337,0.42822,0.85624,0.89245,0.87597,0.93386,0.72698,0.88346,0.86269,0.9195,0.60863,0.71276,1.15762,0.37689,0.87711,0.004109,0.004109,0.004109
362,7592.73,0.7194,1.20249,0.42396,0.85706,0.89748,0.87391,0.93456,0.72687,0.89115,0.85666,0.91981,0.60888,0.70592,1.14643,0.37463,0.87396,0.00410653,0.00410653,0.00410653
363,7612.83,0.72138,1.22254,0.42454,0.86179,0.89221,0.88061,0.93345,0.72944,0.88764,0.85891,0.91798,0.60411,0.70568,1.14689,0.37703,0.87208,0.00410405,0.00410405,0.00410405
364,7633.14,0.7188,1.21324,0.42629,0.85558,0.89145,0.88416,0.93555,0.72784,0.87945,0.86801,0.91976,0.60899,0.70595,1.14484,0.37486,0.87195,0.00410158,0.00410158,0.00410158
365,7653.53,0.72286,1.23233,0.4277,0.85437,0.88506,0.88439,0.93298,0.72725,0.87316,0.87193,0.91941,0.61267,0.70396,1.14199,0.37347,0.87125,0.0040991,0.0040991,0.0040991
366,7673.92,0.72622,1.21497,0.43186,0.85565,0.89361,0.88365,0.93466,0.72778,0.89524,0.85539,0.91905,0.60849,0.71141,1.1551,0.3749,0.87434,0.00409662,0.00409662,0.00409662
367,7694.01,0.73523,1.24931,0.43649,0.85798,0.89722,0.88009,0.93575,0.72703,0.88854,0.86369,0.9196,0.60998,0.71505,1.15316,0.37626,0.87464,0.00409415,0.00409415,0.00409415
368,7714.14,0.71866,1.2194,0.42648,0.86,0.88559,0.88607,0.93425,0.72773,0.87783,0.87326,0.92233,0.61328,0.71015,1.14518,0.37473,0.87277,0.00409168,0.00409168,0.00409168
369,7734.15,0.71844,1.21853,0.42943,0.85566,0.90275,0.87433,0.93251,0.72483,0.8911,0.86011,0.91931,0.6065,0.71417,1.15747,0.37924,0.8754,0.0040892,0.0040892,0.0040892
370,7754.45,0.72157,1.20716,0.42743,0.85369,0.89616,0.87621,0.93302,0.72686,0.88164,0.8625,0.91841,0.61051,0.7108,1.15411,0.37638,0.87413,0.00408673,0.00408673,0.00408673
371,7774.62,0.72729,1.23278,0.43206,0.85549,0.88761,0.88448,0.93451,0.72686,0.8769,0.8686,0.92053,0.61724,0.71307,1.15135,0.37634,0.87616,0.00408425,0.00408425,0.00408425
372,7795.08,0.71875,1.21143,0.42506,0.85583,0.88295,0.8854,0.93458,0.72673,0.87581,0.86855,0.92077,0.61425,0.7159,1.15309,0.38008,0.87707,0.00408178,0.00408178,0.00408178
373,7816.04,0.71829,1.20622,0.42843,0.85546,0.87961,0.89302,0.9364,0.72796,0.87514,0.87353,0.921,0.61066,0.712,1.14666,0.37846,0.8756,0.0040793,0.0040793,0.0040793
374,7837,0.72137,1.21378,0.4271,0.85617,0.8866,0.88944,0.93795,0.72825,0.87788,0.86745,0.91995,0.60818,0.71371,1.14577,0.37811,0.8756,0.00407683,0.00407683,0.00407683
375,7856.62,0.72451,1.22471,0.4308,0.85852,0.89764,0.8756,0.93627,0.72794,0.88771,0.86178,0.92272,0.61052,0.71513,1.14547,0.37768,0.8754,0.00407435,0.00407435,0.00407435
376,7877.7,0.73257,1.23493,0.43112,0.85305,0.88399,0.88275,0.9339,0.72566,0.89483,0.85628,0.92296,0.61583,0.71526,1.15284,0.3774,0.8765,0.00407187,0.00407187,0.00407187
377,7898.13,0.71608,1.2121,0.42878,0.8562,0.89176,0.87438,0.93336,0.72625,0.89102,0.85642,0.92299,0.61672,0.70979,1.14183,0.37769,0.87496,0.0040694,0.0040694,0.0040694
378,7919.32,0.72367,1.21878,0.426,0.85405,0.87552,0.88997,0.93337,0.72533,0.87807,0.8602,0.9191,0.61143,0.71437,1.14907,0.37695,0.87629,0.00406692,0.00406692,0.00406692
379,7939.89,0.7202,1.20741,0.43022,0.85777,0.88496,0.88279,0.93224,0.72579,0.88251,0.86104,0.91791,0.6082,0.71324,1.1516,0.37352,0.8773,0.00406445,0.00406445,0.00406445
380,7960.45,0.71552,1.21087,0.42403,0.85679,0.88425,0.88488,0.93229,0.72574,0.88276,0.8619,0.91887,0.60969,0.7106,1.15397,0.37426,0.8766,0.00406197,0.00406197,0.00406197
381,7982.1,0.7222,1.22575,0.4308,0.8568,0.8811,0.89161,0.93298,0.72754,0.88588,0.86535,0.92112,0.61446,0.70714,1.14799,0.37208,0.87394,0.0040595,0.0040595,0.0040595
382,8002.92,0.72129,1.2144,0.4277,0.85353,0.88593,0.88958,0.9352,0.72916,0.87899,0.87155,0.92147,0.61024,0.7084,1.15063,0.37081,0.87358,0.00405703,0.00405703,0.00405703
383,8024.12,0.72705,1.22587,0.42796,0.85288,0.89447,0.88391,0.93482,0.73068,0.88734,0.86557,0.91966,0.6148,0.70501,1.14257,0.37045,0.87278,0.00405455,0.00405455,0.00405455
384,8044.7,0.71543,1.19281,0.42723,0.85541,0.89232,0.87897,0.93412,0.72949,0.88928,0.86529,0.92206,0.61918,0.70271,1.14369,0.37107,0.87139,0.00405208,0.00405208,0.00405208
385,8065.94,0.71719,1.20849,0.42242,0.85563,0.87124,0.89515,0.93325,0.72876,0.87467,0.87199,0.92122,0.61745,0.70357,1.13956,0.37052,0.87036,0.0040496,0.0040496,0.0040496
386,8086.22,0.71179,1.1987,0.41806,0.85662,0.87869,0.88804,0.93224,0.72557,0.87305,0.87558,0.92138,0.61575,0.70725,1.14521,0.37349,0.87143,0.00404712,0.00404712,0.00404712
387,8106.94,0.71535,1.21064,0.42868,0.85685,0.88146,0.88559,0.93347,0.72595,0.87571,0.87638,0.92338,0.61688,0.70674,1.14598,0.37162,0.87258,0.00404465,0.00404465,0.00404465
388,8128.1,0.72225,1.21239,0.42425,0.85703,0.89004,0.88251,0.93472,0.72852,0.88751,0.86564,0.92299,0.61432,0.70482,1.1519,0.37487,0.8729,0.00404218,0.00404218,0.00404218
389,8148.41,0.71769,1.19195,0.42552,0.8536,0.89568,0.88249,0.9348,0.72659,0.88956,0.8697,0.92306,0.61235,0.71252,1.1453,0.37499,0.8742,0.0040397,0.0040397,0.0040397
