epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
522,10869.9,0.70142,1.1717,0.41242,0.84945,0.88583,0.88302,0.93585,0.73027,0.87304,0.86692,0.9186,0.61418,0.70315,1.13375,0.36677,0.87139,0.00371053,0.00371053,0.00371053
523,10889.8,0.69556,1.14813,0.41182,0.84913,0.88221,0.8827,0.93482,0.72982,0.87575,0.86249,0.91721,0.60892,0.70533,1.13696,0.36714,0.87177,0.00370805,0.00370805,0.00370805
524,10910.1,0.6993,1.14147,0.40601,0.85362,0.88402,0.88151,0.93472,0.72838,0.88432,0.8547,0.91597,0.60135,0.71028,1.14186,0.36829,0.8751,0.00370558,0.00370558,0.00370558
525,10930.4,0.69685,1.15668,0.41232,0.85305,0.89578,0.87236,0.93456,0.72762,0.88186,0.85698,0.91506,0.60335,0.70944,1.13942,0.36812,0.87482,0.0037031,0.0037031,0.0037031
526,10950.7,0.71099,1.19233,0.41334,0.8516,0.89044,0.87468,0.93421,0.73013,0.88968,0.85112,0.91838,0.61086,0.70487,1.14,0.36591,0.87349,0.00370063,0.00370063,0.00370063
527,10971.1,0.71376,1.18804,0.41321,0.85506,0.87927,0.88714,0.93424,0.73047,0.87163,0.87184,0.91896,0.60904,0.70446,1.14168,0.36447,0.87291,0.00369815,0.00369815,0.00369815
528,10990.8,0.71075,1.19002,0.41272,0.85374,0.8866,0.87953,0.93347,0.73161,0.87677,0.86507,0.91866,0.60891,0.70299,1.13891,0.36588,0.87216,0.00369567,0.00369567,0.00369567
529,11011.1,0.70141,1.16129,0.41539,0.85247,0.88351,0.88393,0.93503,0.73227,0.87707,0.86492,0.92079,0.61145,0.69916,1.128,0.3664,0.87028,0.0036932,0.0036932,0.0036932
530,11031.3,0.70834,1.1936,0.41317,0.85319,0.89041,0.87897,0.93378,0.73418,0.88272,0.86347,0.92013,0.61415,0.69663,1.12805,0.36526,0.86944,0.00369073,0.00369073,0.00369073
531,11051.5,0.69937,1.15838,0.4101,0.84981,0.88285,0.88619,0.93319,0.73251,0.87053,0.87439,0.92077,0.61686,0.69756,1.13056,0.3643,0.86974,0.00368825,0.00368825,0.00368825
532,11071.3,0.69518,1.15392,0.40759,0.85242,0.88517,0.88193,0.93273,0.73163,0.87099,0.86686,0.9184,0.61665,0.69816,1.13136,0.36663,0.87005,0.00368577,0.00368577,0.00368577
533,11091.4,0.70041,1.16433,0.4071,0.85016,0.8875,0.88288,0.93287,0.73072,0.8783,0.86509,0.91787,0.61373,0.69805,1.13583,0.36724,0.86993,0.0036833,0.0036833,0.0036833
534,11111.8,0.70163,1.16563,0.41086,0.85085,0.8888,0.88498,0.93354,0.73173,0.88742,0.8583,0.91815,0.61465,0.69849,1.13209,0.36629,0.86977,0.00368083,0.00368083,0.00368083
535,11132.2,0.69563,1.14704,0.41151,0.85147,0.88991,0.88868,0.93567,0.73257,0.88223,0.86536,0.91861,0.61327,0.69817,1.13364,0.36421,0.87027,0.00367835,0.00367835,0.00367835
536,11152.6,0.70811,1.18137,0.41195,0.85635,0.89352,0.88235,0.93496,0.73179,0.88209,0.86565,0.91815,0.61437,0.70061,1.13539,0.365,0.87064,0.00367587,0.00367587,0.00367587
537,11172.3,0.69733,1.15343,0.40778,0.85148,0.88688,0.88237,0.9345,0.73272,0.87175,0.86651,0.91756,0.61644,0.69874,1.13616,0.36424,0.8698,0.0036734,0.0036734,0.0036734
538,11191.8,0.69883,1.15597,0.40617,0.85238,0.886,0.88361,0.93419,0.73211,0.87309,0.86664,0.91747,0.61526,0.69852,1.13812,0.36585,0.87039,0.00367093,0.00367093,0.00367093
539,11211.6,0.69905,1.14462,0.4082,0.85125,0.88724,0.88417,0.93435,0.73295,0.87446,0.86984,0.91659,0.61412,0.69727,1.14043,0.36385,0.87052,0.00366845,0.00366845,0.00366845
540,11231.7,0.7116,1.17005,0.41437,0.84957,0.88584,0.88777,0.93516,0.73361,0.87854,0.86922,0.91837,0.61434,0.69677,1.13984,0.36414,0.87109,0.00366597,0.00366597,0.00366597
541,11252.3,0.70043,1.16475,0.41468,0.85366,0.88308,0.88798,0.93468,0.7318,0.88249,0.85929,0.91907,0.61661,0.6967,1.14126,0.36428,0.87136,0.0036635,0.0036635,0.0036635
542,11272.4,0.6986,1.15785,0.40777,0.85316,0.88188,0.89252,0.9353,0.73317,0.87509,0.86826,0.9194,0.6178,0.69599,1.13086,0.36267,0.87016,0.00366103,0.00366103,0.00366103
543,11292.7,0.70279,1.16352,0.4073,0.85232,0.88773,0.88588,0.93473,0.7331,0.87682,0.86426,0.91673,0.61507,0.69806,1.1344,0.3633,0.87202,0.00365855,0.00365855,0.00365855
544,11312.8,0.70404,1.1724,0.41145,0.85016,0.88868,0.88284,0.93482,0.7331,0.88369,0.86078,0.91782,0.61323,0.69962,1.14033,0.36284,0.87288,0.00365607,0.00365607,0.00365607
545,11332.9,0.68492,1.12632,0.40536,0.85075,0.88474,0.88198,0.93601,0.73174,0.88192,0.85767,0.91869,0.61167,0.6979,1.14058,0.36391,0.8722,0.0036536,0.0036536,0.0036536
546,11352.4,0.70214,1.16478,0.40987,0.85293,0.89659,0.8706,0.93573,0.73121,0.88742,0.85402,0.91855,0.61344,0.69859,1.14051,0.36349,0.87182,0.00365113,0.00365113,0.00365113
547,11372.5,0.69773,1.149,0.41063,0.85088,0.89077,0.87945,0.9349,0.7309,0.88812,0.85603,0.91957,0.61545,0.69686,1.14141,0.36212,0.87102,0.00364865,0.00364865,0.00364865
548,11391.7,0.69593,1.1564,0.41334,0.85333,0.87979,0.88858,0.9347,0.72905,0.8875,0.855,0.92012,0.61678,0.6982,1.13753,0.3651,0.87121,0.00364617,0.00364617,0.00364617
549,11411,0.68275,1.13005,0.40527,0.85324,0.88283,0.88598,0.93486,0.72968,0.87278,0.86876,0.91727,0.61518,0.69834,1.13502,0.36493,0.87124,0.0036437,0.0036437,0.0036437
550,11431.9,0.69174,1.1386,0.409,0.84931,0.8821,0.88312,0.93296,0.72839,0.86864,0.86802,0.9161,0.61155,0.69873,1.13927,0.36724,0.87083,0.00364123,0.00364123,0.00364123
551,11452.1,0.70774,1.17009,0.41107,0.84892,0.8913,0.87776,0.93327,0.72761,0.87927,0.86514,0.91936,0.61586,0.70082,1.15004,0.36583,0.86966,0.00363875,0.00363875,0.00363875
552,11472.7,0.69655,1.14419,0.40899,0.84857,0.88785,0.8856,0.93503,0.72952,0.87648,0.87171,0.92036,0.61575,0.70015,1.13921,0.36454,0.86879,0.00363627,0.00363627,0.00363627
553,11492.9,0.70368,1.16264,0.41018,0.85128,0.89589,0.87982,0.93594,0.73136,0.88662,0.86479,0.92073,0.61769,0.69786,1.13226,0.36476,0.86936,0.0036338,0.0036338,0.0036338
554,11512,0.70841,1.18131,0.4141,0.85266,0.88879,0.8846,0.93673,0.73292,0.88244,0.86524,0.91981,0.61986,0.69769,1.12581,0.36474,0.86984,0.00363133,0.00363133,0.00363133
555,11532,0.69098,1.13604,0.40562,0.8496,0.88726,0.88691,0.93675,0.7323,0.87865,0.86943,0.92098,0.61819,0.6987,1.12711,0.36635,0.87113,0.00362885,0.00362885,0.00362885
556,11552.4,0.70329,1.16551,0.41156,0.8516,0.88085,0.89819,0.93767,0.73239,0.88164,0.86684,0.9214,0.61597,0.69681,1.12724,0.36453,0.87031,0.00362637,0.00362637,0.00362637
557,11572.3,0.69184,1.1502,0.40546,0.85202,0.8853,0.89044,0.9377,0.73287,0.87243,0.87457,0.92195,0.61685,0.69769,1.12657,0.3633,0.87061,0.0036239,0.0036239,0.0036239
558,11593.3,0.69049,1.14092,0.40739,0.85081,0.87801,0.89694,0.9369,0.73194,0.87366,0.86924,0.92149,0.61705,0.69704,1.12812,0.36224,0.86991,0.00362143,0.00362143,0.00362143
559,11613.3,0.69331,1.14612,0.40247,0.8511,0.87588,0.89377,0.93451,0.73144,0.86661,0.8743,0.91832,0.61631,0.69628,1.13244,0.36229,0.86923,0.00361895,0.00361895,0.00361895
560,11633,0.70111,1.17286,0.40998,0.85271,0.88518,0.88287,0.93372,0.73177,0.87255,0.87032,0.91935,0.61742,0.69672,1.13203,0.3627,0.86948,0.00361647,0.00361647,0.00361647
561,11652.8,0.69165,1.13486,0.40578,0.8496,0.88989,0.88176,0.93506,0.73251,0.88023,0.86585,0.91943,0.61523,0.69769,1.12745,0.3608,0.87013,0.003614,0.003614,0.003614
562,11672.6,0.70621,1.17595,0.41039,0.84754,0.89706,0.87476,0.93568,0.73347,0.8882,0.86067,0.91895,0.61337,0.69511,1.13007,0.36153,0.86924,0.00361153,0.00361153,0.00361153
563,11692.6,0.69826,1.15276,0.40524,0.8484,0.88479,0.8855,0.93539,0.73449,0.88801,0.85826,0.91887,0.61547,0.69489,1.13428,0.36155,0.87004,0.00360905,0.00360905,0.00360905
564,11712.5,0.6952,1.15896,0.40315,0.84864,0.88953,0.88434,0.93598,0.73337,0.88976,0.86071,0.92085,0.61697,0.69492,1.13157,0.36219,0.86988,0.00360658,0.00360658,0.00360658
565,11733.3,0.70783,1.19087,0.41154,0.85299,0.89447,0.88069,0.93622,0.73338,0.8878,0.86378,0.92195,0.61937,0.69606,1.13231,0.36184,0.86988,0.0036041,0.0036041,0.0036041
566,11754.3,0.69846,1.16297,0.40719,0.85167,0.88967,0.89026,0.93661,0.73325,0.87589,0.87494,0.91983,0.615,0.69918,1.1312,0.36407,0.87165,0.00360163,0.00360163,0.00360163
567,11776,0.69106,1.13921,0.41017,0.84814,0.88811,0.88565,0.93546,0.73253,0.87712,0.87119,0.91954,0.6159,0.69956,1.13136,0.365,0.87159,0.00359915,0.00359915,0.00359915
568,11795.6,0.69293,1.1355,0.40876,0.84928,0.89187,0.88052,0.93515,0.73097,0.88474,0.86445,0.92124,0.61644,0.70097,1.13598,0.3658,0.87185,0.00359668,0.00359668,0.00359668
569,11815.5,0.70146,1.16363,0.40704,0.85194,0.89857,0.87624,0.9357,0.73136,0.88484,0.86372,0.92017,0.61618,0.69638,1.13259,0.36455,0.87029,0.0035942,0.0035942,0.0035942
570,11835.5,0.69912,1.15598,0.40613,0.85187,0.90164,0.87406,0.9336,0.73241,0.89141,0.86056,0.91914,0.61728,0.69725,1.13166,0.36372,0.87023,0.00359173,0.00359173,0.00359173
571,11855.1,0.69683,1.15158,0.40667,0.8521,0.88311,0.88963,0.93484,0.73245,0.88716,0.86054,0.91829,0.61335,0.70475,1.13465,0.36582,0.87309,0.00358925,0.00358925,0.00358925
572,11875,0.68816,1.13969,0.40209,0.8519,0.88555,0.88548,0.93535,0.73025,0.88861,0.86047,0.9199,0.61042,0.71068,1.13586,0.36787,0.87525,0.00358678,0.00358678,0.00358678
573,11895.1,0.69949,1.15136,0.40649,0.8515,0.88528,0.8852,0.93494,0.73137,0.88764,0.86039,0.91952,0.61116,0.70575,1.13656,0.36739,0.87288,0.0035843,0.0035843,0.0035843
574,11915.7,0.70157,1.1629,0.40971,0.85394,0.88529,0.88195,0.93455,0.73165,0.87686,0.8674,0.92123,0.61057,0.70091,1.13252,0.36511,0.87111,0.00358183,0.00358183,0.00358183
575,11936.2,0.68911,1.14336,0.40204,0.84991,0.88319,0.88446,0.93444,0.73114,0.8823,0.85881,0.91887,0.61091,0.70402,1.13887,0.3666,0.87254,0.00357935,0.00357935,0.00357935
576,11956.8,0.70489,1.16522,0.40797,0.84967,0.88353,0.88352,0.93507,0.7309,0.88171,0.86372,0.92067,0.61323,0.70627,1.14475,0.36553,0.87401,0.00357688,0.00357688,0.00357688
577,11977.9,0.71239,1.19257,0.41408,0.85536,0.88316,0.88469,0.9333,0.73112,0.87429,0.87158,0.91959,0.61391,0.70093,1.14389,0.36412,0.87194,0.0035744,0.0035744,0.0035744
578,11998.9,0.69669,1.14851,0.41044,0.85064,0.89033,0.8789,0.93384,0.73194,0.88283,0.86605,0.91986,0.61286,0.70062,1.14077,0.36287,0.87227,0.00357193,0.00357193,0.00357193
579,12018.3,0.69231,1.14745,0.40096,0.85214,0.89269,0.88176,0.93499,0.73217,0.88128,0.87109,0.92083,0.61456,0.6995,1.13482,0.3636,0.87236,0.00356945,0.00356945,0.00356945
580,12038.1,0.69314,1.14075,0.40381,0.84812,0.89078,0.8847,0.93515,0.73269,0.87845,0.87275,0.9201,0.61568,0.69711,1.13152,0.3628,0.87156,0.00356698,0.00356698,0.00356698
581,12057.7,0.69779,1.1506,0.40689,0.85024,0.89033,0.88699,0.93444,0.73257,0.88032,0.8684,0.91848,0.61427,0.69522,1.13117,0.36223,0.87021,0.0035645,0.0035645,0.0035645
582,12078,0.70249,1.16923,0.40924,0.84905,0.88507,0.88786,0.934,0.73098,0.86992,0.87291,0.91587,0.61228,0.69654,1.13681,0.36283,0.87054,0.00356203,0.00356203,0.00356203
583,12098.2,0.70021,1.16453,0.40651,0.85094,0.8775,0.8918,0.93284,0.7314,0.8726,0.86817,0.9166,0.61468,0.69609,1.14252,0.3615,0.87107,0.00355955,0.00355955,0.00355955
584,12118.3,0.6938,1.14745,0.40325,0.84817,0.88754,0.88392,0.93369,0.73156,0.87674,0.86768,0.91791,0.61742,0.69916,1.14778,0.36341,0.87184,0.00355708,0.00355708,0.00355708
585,12139,0.69657,1.14982,0.40687,0.85218,0.88919,0.88539,0.93386,0.73052,0.87847,0.86496,0.91815,0.61789,0.7016,1.14734,0.36362,0.87224,0.0035546,0.0035546,0.0035546
586,12159.5,0.6951,1.14065,0.40514,0.85029,0.87849,0.88957,0.93441,0.73104,0.88374,0.86253,0.91966,0.61803,0.70026,1.13785,0.36462,0.87164,0.00355212,0.00355212,0.00355212
587,12179.2,0.69177,1.13896,0.40472,0.85088,0.89223,0.88043,0.93438,0.73127,0.88745,0.86062,0.91903,0.61548,0.69924,1.13654,0.36499,0.87146,0.00354965,0.00354965,0.00354965
588,12198.5,0.69059,1.13672,0.40317,0.84978,0.89073,0.88218,0.93455,0.7324,0.88182,0.86677,0.91868,0.61424,0.69862,1.13764,0.36252,0.87252,0.00354718,0.00354718,0.00354718
589,12218.3,0.68941,1.13494,0.40399,0.85068,0.89043,0.88424,0.93407,0.73327,0.87772,0.86738,0.91668,0.61548,0.69558,1.13457,0.36229,0.87159,0.0035447,0.0035447,0.0035447
590,12238.4,0.68678,1.14048,0.40686,0.84914,0.89674,0.87678,0.93338,0.73253,0.88492,0.8636,0.91757,0.61541,0.69595,1.1363,0.36265,0.87102,0.00354222,0.00354222,0.00354222
591,12258.1,0.70125,1.14737,0.40735,0.85049,0.89513,0.87739,0.93313,0.73403,0.88263,0.86415,0.91653,0.61367,0.6976,1.13995,0.3621,0.87153,0.00353975,0.00353975,0.00353975
592,12278.3,0.68634,1.12562,0.40326,0.84733,0.89313,0.87592,0.93303,0.73231,0.88205,0.86115,0.91668,0.61454,0.69862,1.14253,0.3634,0.87204,0.00353728,0.00353728,0.00353728
593,12298.3,0.69724,1.15356,0.40803,0.85203,0.89677,0.87505,0.93429,0.73293,0.887,0.85968,0.91677,0.61268,0.69849,1.13915,0.36407,0.87168,0.0035348,0.0035348,0.0035348
594,12318.6,0.69891,1.14734,0.40317,0.85011,0.88598,0.88537,0.93668,0.73226,0.8741,0.86779,0.91642,0.60887,0.70138,1.13795,0.36422,0.87212,0.00353233,0.00353233,0.00353233
595,12339.3,0.69228,1.13635,0.40221,0.84811,0.87893,0.89572,0.93567,0.7319,0.86595,0.87643,0.91537,0.61074,0.69861,1.13984,0.36357,0.87088,0.00352985,0.00352985,0.00352985
596,12358.5,0.69466,1.14954,0.40584,0.85187,0.87384,0.89967,0.93553,0.73162,0.868,0.87281,0.91556,0.61168,0.70192,1.14441,0.3634,0.87245,0.00352737,0.00352737,0.00352737
597,12378.2,0.68529,1.135,0.4042,0.85194,0.88493,0.88927,0.93641,0.72958,0.87269,0.87063,0.91589,0.61006,0.7068,1.15122,0.36521,0.87548,0.0035249,0.0035249,0.0035249
598,12397.8,0.68529,1.12094,0.40358,0.84803,0.89173,0.88079,0.93638,0.73124,0.88378,0.8629,0.9174,0.6115,0.70638,1.15086,0.36522,0.87627,0.00352243,0.00352243,0.00352243
599,12417.4,0.69511,1.14904,0.40438,0.84982,0.89017,0.88711,0.93495,0.7318,0.87399,0.87186,0.91661,0.61282,0.70448,1.1506,0.36493,0.87505,0.00351995,0.00351995,0.00351995
600,12437.3,0.7002,1.15605,0.40439,0.85438,0.88754,0.88262,0.93436,0.73186,0.87861,0.86647,0.91582,0.61241,0.70146,1.14978,0.36293,0.87305,0.00351747,0.00351747,0.00351747
601,12457.9,0.70079,1.15629,0.40724,0.84943,0.8873,0.88721,0.93503,0.73267,0.88096,0.86491,0.91531,0.61297,0.69874,1.1477,0.36294,0.87194,0.003515,0.003515,0.003515
602,12478.2,0.68648,1.12322,0.40607,0.8508,0.88225,0.88735,0.93524,0.73254,0.86833,0.86967,0.91479,0.615,0.69857,1.14777,0.36293,0.87189,0.00351253,0.00351253,0.00351253
603,12498,0.69669,1.15058,0.40682,0.84882,0.88163,0.89167,0.93485,0.73278,0.87464,0.86861,0.91722,0.61666,0.69979,1.14766,0.3632,0.872,0.00351005,0.00351005,0.00351005
604,12517.9,0.69222,1.14289,0.40484,0.85008,0.8697,0.89972,0.93317,0.73228,0.88582,0.85865,0.91633,0.61515,0.7,1.14917,0.36384,0.87244,0.00350758,0.00350758,0.00350758
605,12538.6,0.68833,1.12342,0.40072,0.85028,0.894,0.87656,0.93401,0.73195,0.89004,0.855,0.91589,0.61269,0.69894,1.14778,0.36378,0.87201,0.0035051,0.0035051,0.0035051
606,12558.8,0.69444,1.15587,0.40492,0.85355,0.87758,0.89259,0.93377,0.7334,0.87686,0.86337,0.91449,0.61338,0.69771,1.14486,0.36321,0.87133,0.00350263,0.00350263,0.00350263
607,12578.7,0.68315,1.12569,0.40109,0.85121,0.87395,0.89658,0.93293,0.73296,0.86762,0.8757,0.91461,0.61346,0.69681,1.14355,0.36379,0.87119,0.00350015,0.00350015,0.00350015
608,12599.1,0.68692,1.13211,0.40209,0.84978,0.87785,0.89125,0.93269,0.73113,0.86494,0.8696,0.91236,0.61254,0.69847,1.14612,0.36354,0.87232,0.00349768,0.00349768,0.00349768
609,12618.1,0.67669,1.10265,0.39663,0.85488,0.87781,0.88768,0.93284,0.73146,0.86853,0.86886,0.91369,0.6152,0.69838,1.14869,0.36339,0.87226,0.0034952,0.0034952,0.0034952
610,12637.5,0.68629,1.12439,0.4026,0.84718,0.87475,0.89403,0.93467,0.73216,0.86436,0.87688,0.91871,0.61554,0.69891,1.14811,0.36431,0.87251,0.00349272,0.00349272,0.00349272
611,12657.5,0.69842,1.15211,0.40251,0.85163,0.87674,0.89468,0.93397,0.73292,0.86607,0.88116,0.91925,0.61671,0.69794,1.14125,0.36334,0.87201,0.00349025,0.00349025,0.00349025
612,12678.2,0.69281,1.14121,0.40333,0.85214,0.88042,0.88718,0.9332,0.73241,0.87312,0.87402,0.91786,0.61732,0.69855,1.14227,0.364,0.87207,0.00348778,0.00348778,0.00348778
613,12698.4,0.69467,1.14747,0.40155,0.84981,0.88043,0.8868,0.93344,0.73114,0.87566,0.8687,0.91623,0.6142,0.69801,1.14329,0.36523,0.8716,0.0034853,0.0034853,0.0034853
614,12719.3,0.68559,1.12111,0.40202,0.84675,0.88227,0.88252,0.93361,0.7301,0.87564,0.8614,0.91482,0.61016,0.69853,1.14267,0.36546,0.87185,0.00348283,0.00348283,0.00348283
615,12739.6,0.69416,1.13937,0.40189,0.84799,0.86831,0.89601,0.93369,0.73103,0.86386,0.87422,0.91593,0.60951,0.69776,1.14093,0.36434,0.87127,0.00348035,0.00348035,0.00348035
616,12759.4,0.69149,1.13843,0.40094,0.84733,0.88008,0.88679,0.93354,0.73122,0.8731,0.86932,0.91566,0.61059,0.6984,1.14681,0.36358,0.87198,0.00347788,0.00347788,0.00347788
617,12779.5,0.70216,1.16851,0.40952,0.85084,0.88834,0.87778,0.93337,0.73097,0.87888,0.86477,0.91694,0.61069,0.70143,1.15087,0.36363,0.87288,0.0034754,0.0034754,0.0034754
618,12799.9,0.68989,1.14453,0.40003,0.85,0.89057,0.88086,0.93386,0.73013,0.87944,0.86677,0.91539,0.60907,0.6988,1.14722,0.363,0.87222,0.00347292,0.00347292,0.00347292
619,12820.6,0.7112,1.18379,0.41044,0.85038,0.88792,0.88056,0.9336,0.73076,0.88496,0.86203,0.91675,0.60952,0.70215,1.14535,0.36243,0.87357,0.00347045,0.00347045,0.00347045
620,12841.5,0.69199,1.13376,0.40582,0.84904,0.89078,0.8784,0.93314,0.73098,0.87974,0.86567,0.91698,0.61128,0.70175,1.14339,0.36359,0.87272,0.00346797,0.00346797,0.00346797
621,12862.8,0.6925,1.14178,0.40235,0.85024,0.8699,0.89602,0.93335,0.73121,0.865,0.873,0.9154,0.61285,0.69934,1.1377,0.36299,0.87169,0.0034655,0.0034655,0.0034655
622,12883.4,0.69507,1.14681,0.40625,0.84874,0.8788,0.88939,0.93381,0.73241,0.87635,0.86871,0.91853,0.61502,0.70012,1.1365,0.36286,0.87254,0.00346303,0.00346303,0.00346303
623,12903.8,0.70251,1.15297,0.40917,0.85127,0.88193,0.89086,0.93455,0.7327,0.87492,0.86921,0.91711,0.61291,0.70025,1.13713,0.36371,0.87247,0.00346055,0.00346055,0.00346055
624,12924.8,0.69495,1.14685,0.4058,0.84955,0.88357,0.88829,0.9348,0.73279,0.87561,0.86436,0.91506,0.61338,0.69931,1.14012,0.36371,0.87137,0.00345808,0.00345808,0.00345808
625,12945.7,0.69316,1.13519,0.40272,0.84751,0.89205,0.88548,0.93528,0.73255,0.88222,0.86101,0.91373,0.61349,0.70128,1.14495,0.36328,0.87248,0.0034556,0.0034556,0.0034556
626,12966.6,0.68597,1.12383,0.40056,0.85059,0.88996,0.88863,0.93571,0.73336,0.88263,0.86582,0.91676,0.6147,0.70133,1.14325,0.36308,0.87253,0.00345313,0.00345313,0.00345313
627,12987,0.69221,1.14607,0.4027,0.85045,0.88778,0.89194,0.93673,0.73354,0.88023,0.87151,0.91783,0.61438,0.70019,1.14349,0.36296,0.8719,0.00345065,0.00345065,0.00345065
628,13007.1,0.69545,1.14937,0.40586,0.84957,0.88725,0.8882,0.93628,0.73348,0.87478,0.87299,0.91872,0.61576,0.70173,1.14666,0.36223,0.87265,0.00344817,0.00344817,0.00344817
629,13028.5,0.69285,1.16126,0.40392,0.84964,0.87762,0.89421,0.93543,0.73253,0.87668,0.87041,0.91959,0.61438,0.70286,1.14841,0.36266,0.87323,0.0034457,0.0034457,0.0034457
630,13049,0.69442,1.14438,0.40831,0.8503,0.87847,0.8948,0.93562,0.73252,0.87987,0.86225,0.91686,0.61431,0.70346,1.15067,0.36275,0.8734,0.00344322,0.00344322,0.00344322
631,13068.7,0.68012,1.1165,0.4011,0.84975,0.88062,0.88878,0.93455,0.73294,0.88512,0.85516,0.91527,0.61399,0.70189,1.15292,0.36295,0.87273,0.00344075,0.00344075,0.00344075
632,13089.2,0.69006,1.13647,0.40163,0.84859,0.89656,0.87185,0.93422,0.73233,0.8891,0.85486,0.91591,0.61434,0.70075,1.15331,0.36412,0.87236,0.00343828,0.00343828,0.00343828
633,13109.3,0.68176,1.12413,0.39737,0.84952,0.89157,0.87561,0.93497,0.73137,0.88213,0.85834,0.9141,0.61268,0.70038,1.15271,0.36393,0.87217,0.0034358,0.0034358,0.0034358
634,13129.4,0.6867,1.12146,0.40125,0.84622,0.8926,0.8827,0.93597,0.73081,0.88069,0.86405,0.91524,0.61219,0.70164,1.15296,0.36304,0.8726,0.00343333,0.00343333,0.00343333
